Tag Name,Tag Description,Tag Type,ABC Class,PSM Critical,Unit
ORU-FAR2-ELF,EMERGENCY LIGHTING  FAR-2,LIGHTING,C,,
ORU-FAR2-LF,FAR2 LIGHTING,LIGHTING,C,,
ORU-PB,ORU PANEL BOARD,PANEL BOARD,B,,
ORU-TEL,ORU TELEPHONE,TELEPHONE,B,,
PM-1310C,Motor for P-1310C,MOTOR,A,,
PM-1430,Motor for P-1430,MOTOR,A,,
PM-1560A,Motor for P-1560A,MOTOR,B,,
PM-2101B,INTERMEDIATE WATER PUMP B MOTOR,MOTOR,B,,
PM-2210A,RAW CONDENSATE PUMP A MOTOR,MOTOR,B,,
PM-222,PM-222 QUENCH WATER DRAIN PUMP,MOTOR,A,,
PM-2261A,NaOH METERING PUMP I A MOTOR,MOTOR,B,,
PM-2264A,NaOH METERING PUMP FOR NWP A MOTOR,MOTOR,B,,
PM-2411A,MOTOR FOR P-2411 A,MOTOR,B,,
PM-3031B,PM-3031B OILY WATER PUMP B,MOTOR,C,,
PM-3200B,PM-3200B CAUSTIC MAKE UP PUMP,MOTOR,B,,
PM-3202B,PM-3202B SPENT CAUSTIC FEED PUMP,MOTOR,B,,
PM-3402,PM3402 QO SYSTEM WASH GASOLINE PUMP NO.1,MOTOR,B,,
PM-651A,Motor for C3 Tower No.4 Reflux Pump,MOTOR,A,,
XM-3081,MOTOR FOR X-3081,MOTOR,B,,
E-711,Treater Regeneration Heater,ELECTRIC HEATER,B,,23-OCU
PM-2023B,MOTOR FOR P-2023 B,MOTOR,B,,
PM-3040,MOTOR FOR P-3040,MOTOR,B,,
PM-3041,MOTOR FOR P-3041,MOTOR,B,,
PM-3060B,MOTOR FOR P-3060B,MOTOR,B,,
PM-3077,MOTOR FOR P-3077,MOTOR,B,,
PM-3300A,MOTOR FOR P-3300 A,MOTOR,B,,
PM-3340A,MOTOR FOR P-3340A,MOTOR,B,,
MCC-EM-850D,DEOCTANIZER CONDENSER MCC,MCC,A,,
MCC-EM-863B,LEAN SOLVENT COOLER MCC,MCC,A,,
MCC-PM-810A,DEPENTANIZER REFLUX  PUMPS MCC,MCC,B,,
MCC-PM-846A,STABILIZER BOTTOM PUMPS MCC,MCC,B,,
MCC-PM-860B,EDC REFLUX PUMPS MCC,MCC,A,,
MCC-PM-861A,EDC WATER PUMPS MCC,MCC,A,,
MCC-PM-878,WET SOLVENT TANK PUMP MCC,MCC,C,,
A-DB01,ARU LV DISTRIBUTION BOARD 380V,PANEL BOARD,A,,
A-MV-2410,MOTOR MV SWGR FOR PM-801A,MV SWGR,A,,
A-MV-2413,ARU MV SWGR FOR TR-01,MV SWGR,A,,
ARU-FAR4-ELF,EMERGENCY LIGHTING  FAR4 SUB A,LIGHTING,C,,
ARU-ING,ARU INERGEN,INERGEN,A,,
C-BC01,OCU BATT CHARGER 24V LV MCC CONTROL,BATTERY CHARGER (BC),A,,
C-BD-02,OCU BUS DUCT TR-02,BUS DUCT,A,,
CFU-FAR1-LF,FAR1 LIGHTING,LIGHTING,C,,
CFU-PB,CFU PANEL BOARD,PANEL BOARD,B,,
C-LV01A,OCU LV SWGR FOR 690V INCOMING BUS A,LV SWGR,A,,
CM-2094-4A,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-4B,MOTOR SOOT BLOWER at Boiler BANK,MOTOR,C,,
CM-2094-7C,MOTOR SOOT BLOWER at Economizer,MOTOR,C,,
CM-2094-8A,SOOT BLOWER at Economizer,MOTOR,C,,
C-PB1KE,Air Craft Warning Light (T750),PANEL BOARD,B,,
MCC-PM-851B,IMPORTEDD C8+ FEED PUMPS MCC,MCC,B,,
MCC-PM-877,PLANT SOLVENT TANK PUMP MCC,MCC,C,,
MCC-PM-963A,OILY WATER SLOP PUMPS MCC,MCC,C,,
MCC-PM-963B,OILY WATER SLOP PUMPS MCC,MCC,C,,
MCC-XM-3081,MOTOR MCC FOR X-3081,MCC,B,,
MCC-XM-3310B,MOTOR MCC FOR X-3310B,MCC,B,,
MCC-ZM-2101-2B,Recirculation dirve B motor MCC,MCC,B,,
M-CP101,115 kV RELAY PANEL IN MSS M-CP101,MV SWGR,A,,
M-CP201,115 kV RELAY PANEL IN MSS M-CP201,MV SWGR,A,,
M-GIS,GIS IN MSS,GIS,A,,
M-MV-1112,MSS MV SWGR FOR HDPE #4 11KV LINE No.1,MV SWGR,A,,
M-MV-1217,MSS MV SWGR FOR PT BUS A. UNIT M2,MV SWGR,A,,
M-MV-1223,MSS MV SWGR FOR CTU 11KV LINE No.2,MV SWGR,A,,
M-PB06E,MSS Emer. Building Lighting & Receptacle,PANEL BOARD,C,,
M-PC02,POWER CAP IN MSS M-PC02,POWER CAPACITOR,A,,
M-PC03,POWER CAP IN MSS M-PC03,POWER CAPACITOR,A,,
OCU-INT,OCU INTERCOM,INTERCOM,B,,
OCU-LN,OCU LIGHTNING,LIGHTNING,A,,
OCU-MV-GP,OCU MV SWGR FOR PM INSPT,MV SWGR,A,,
ORU-FA,ORU FIRE ALARM,FIRE ALARM,A,,
ORU-FDT,FLAME DETECTOR ORU,FLAME DETECTOR,A,,
ORU-MV-GP,ORU MV SWGR FOR PM INSPT,MV SWGR,A,,
PM-006,PM006 DMDS PRE-SULPHIDING lnjection Pump,MOTOR,B,,
PM-1520,Motor for P-1520,MOTOR,A,,
PM-201A,PM-201A PURGE OIL PUMP,MOTOR,B,,
PM-2100B,TREATED WATER PUMP FOR COOLING WATER B,MOTOR,B,,
PM-2102B,TREATED WATER PUMP B MOTOR,MOTOR,B,,
PM-2103A,BELT WASH PUMP A MOTOR,MOTOR,B,,
PM-2103B,BELT WASH PUMP B MOTOR,MOTOR,B,,
PM-2161A,NaOCl DOSING PUMP A MOTOR,MOTOR,B,,
T-PB06,TFU PANEL BOARD FOR FLARE SYSTEM,PANEL BOARD,A,,
U-BC01,CTU BATT CAHRGER FOR 110V SWGR CONTROL,BATTERY CHARGER (BC),A,,
U-LV03T,CTU LV SWGR FOR 690V BUS TIE,LV SWGR,A,,
U-LV04TE,CTU LV SWGR FOR 400V BUS TIE EMERG.,LV SWGR,A,,
U-MV-2014,MOTOR MV SWITCHGEAR FOR SPARE,MV SWGR,C,,
U-MV-2015,MOTOR MV SWITCHGEAR FOR PM-2400C,MV SWGR,B,,
U-PB02E,COOLING WATER EMER LIGHTING PB,PANEL BOARD,B,,
U-PBBC01-1A,CTU 110VDC PANEL BOARD BUS A,PANEL BOARD,A,,
U-PBBC01-5A,SUB M 110VDC PANEL BOARD BUS A,PANEL BOARD,A,,
U-PBUPS03-4,"ARU PB FOR SCADA,CCTV,INTERCOM(FROM MSS)",PANEL BOARD,A,,
U-TR-05,CTU DISTRIBUTION TR NO.05,DISTRIBUTION TRANSFORMER,A,,
VVVF-CM100F,VVVF PANEL FOR FDF CM100F,VARISPEED,A,,
VVVF-PM-2162A,VVVF PANEL FOR PM-2162A,VARISPEED,C,,
VVVF-PM-2163A,VVVF PANEL FOR PM-2163A,VARISPEED,C,,
WWT-PB01E,WWT LIGHTING EMER PB,PANEL BOARD,B,,
ZM-2152-1,FILTER BELT PRESS,MOTOR,B,,
U-MV-2018,CTU MV SWGR FOR TR-05,MV SWGR,A,,
U-MV-2019,CTU MV SWGR FOR 11 KV INCOMING LINE1,MV SWGR,A,,
U-MV-2023,CTU MV SWGR FOR 11 KV INCOMING LINE2,MV SWGR,A,,
U-MV-2024,CTU MV SWGR FOR TR-06,MV SWGR,A,,
U-MV-2027,MOTOR MV SWITCHGEAR FOR PM-2400F,MV SWGR,B,,
U-MV-2028,MOTOR MV SWITCHGEAR FOR SPARE,MV SWGR,C,,
U-TR-06,CTU DISTRIBUTION TR NO.06,DISTRIBUTION TRANSFORMER,A,,
U-UPS03,"CTU UPS FOR SCADA, INTERCOM & CCTV",UPS,A,,
WS-CTV,WS CCTV,CCTV,B,,
WS-DG-CP,WORKSHOP DIESEL GEN CONTROL PANEL,DIESEL GENERATOR,B,,
WS-LF,WORKSHOP LIGHTING,LIGHTING,C,,
WS-TR,WORKSHOP TRANSFORMER,POWER TRANSFORMER,B,,
XM-2102,SUBMERSIBLE MIXER MOTOR,MOTOR,B,,
ZM-2163-2,POLYMER PREPARATION MIXER B,MOTOR,B,,20-CTU
MCC-PM-1216,PM-1216 OFF-SPEC ETHYLENE  PUMP MCC,MCC,A,,
MCC-PM-1550B,PM-1550B TOLUENE EXPORT PUMP B MCC,MCC,B,,
MCC-PM-2100A,TREATED WATER PUMP FOR COOLING WATER A,MCC,B,,
MCC-PM-2161B,NaOCl DOSING PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2202B,DEGASIFIER WATER PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2202E,DEGASIFIER WATER PUMP E MOTOR MCC,MCC,B,,
MCC-PM-227A,QUENCH OIL TOWER REFLUX PUMP MCC,MCC,A,,
MCC-PM-2411B,MOTOR MCC FOR P-2411 B,MCC,B,,
MCC-PM-2416A,MOTOR MCC FOR P-2416 A,MCC,B,,
MCC-PM-246B,DILUTION STEAM DRUM FEED PUMP MCC,MCC,B,,
MCC-PM-2601A,Motor MCC for P-2601A,MCC,C,,
MCC-PM-3040,MOTOR MCC FOR P-3040,MCC,B,,
MCC-PM-3061,MOTOR MCC FOR P-3061,MCC,B,,
MCC-PM-3071B,MOTOR MCC FOR P-3071 B,MCC,B,,
MCC-PM-3072A,MOTOR MCC FOR P-3072 A,MCC,C,,
MCC-PM-3076B,MOTOR MCC FOR P-3076 B,MCC,C,,
MCC-PM-3079,MOTOR MCC FOR P-3079,MCC,C,,
MCC-PM-3201B,SPENT CAUSTIC GASOLINE CIR. PUMP MCC,MCC,B,,
MCC-PM-3360A,MOTOR MCC FOR P-3360A,MCC,B,,
MCC-PM-3360B,MOTOR MCC FOR P-3360B,MCC,B,,
MCC-PM-3401,SPENT CAUSTIC WASH GASOLINE PUMP MCC,MCC,B,,
MCC-PM-343A,INTERMEDIATE CAUSTIC CIR PUMP MCC,MCC,B,,
MCC-PM-4001B,MOTOR MCC FOR P-4001,MCC,,,
MCC-PM-500B,DEETHANIZER REFLUX PUMP MCC,MCC,B,,
MCC-PM-640A,C3 TOWER NO.1 REFLUX PUMP MCC,MCC,B,,
MCC-PM-640B,C3 TOWER NO.1 REFLUX PUMP MCC,MCC,B,,
MCC-PM-661,C3R INVENTORY RECOVERY PUMP MCC,MCC,B,,
MCC-PM-730A,SHU 2NDSTAGE RECYCLE/PRODUCT PUMPS MCC,MCC,B,,
MCC-PM-760B-P1B,LUBE OIL PUMP MCC,MCC,A,,
MCC-PM-801B,GHU-1 RECYCLE  PUMP MCC,MCC,A,,
RWT-MCC01E,RWT LV MCC 660V RWT-L1E FOR PM INSPT,MCC,A,,
SUBA-SCADA,SCADA SUB-A,SCADA,B,,
SUBT-SCADA,SCADA SUB-T,SCADA,B,,
T-BD01,TFU LV BUS DUCT 690 V FOR LV MCC T-L1A,BUS DUCT,A,,
TFU-IRB,TFU INTERPOSING RELAY PANEL,IRP,A,,
TFU-MOTOR-GP,TFU MOTOR GROUP FOR PM INSPT,MOTOR,A,,
TFU-MSS-LF,MSS LIGHTING,LIGHTING,C,,
T-LV01E,TFU LV SWGR FOR 690V INCOMING BUS E,LV SWGR,A,,
T-LV02A,TFU LV SWGR FOR 400V INCOMING BUS A,LV SWGR,A,,
T-MCC02A,TFU LV MCC 4000V T-L2A FOR PM INSPT,MCC,A,,
T-MV-2917,TFU MV SWGR BUS TIE,MV SWGR,A,,
T-UPS04,TFU UPS FOR SAFETY LIGHTING,UPS,B,,
U-BD-05,CTU BUS DUCT TR-05,BUS DUCT,A,,
U-MV-2029,MOTOR MV SWITCHGEAR FOR CM-2050B,MV SWGR,A,,
U-PB01,STEAM & BFW LIGHTING PB,PANEL BOARD,B,,
U-PBBC01-4,ARU 110VDC PANEL BORAD FEED FROM MSS,PANEL BOARD,A,,
U-PBBC03-2A,ORU 24VDC PANEL FOR CONTROL MCC BUS A,PANEL BOARD,A,,
U-PBUPS03-1A,CTU 220VAC PANEL FOR CONTROL MCC BUS A,PANEL BOARD,A,,
VVVF-CM100C,VVVF PANEL FOR FDF CM100C,VARISPEED,A,,
VVVF-CM2400A,VVVF PANEL FOR CM-2400A,VARISPEED,A,,
WS-DG-BC,WORKSHOP DIESEL GEN BATT CHARGER,DIESEL GENERATOR,B,,
WS-FA,WORKSHOP FIRE ALARM,FIRE ALARM,B,,
WWT-PB02E,WWT MOTOR VFD EMER PB,PANEL BOARD,A,,
XM-2103,SUBMERSIBLE MIXER MOTOR,MOTOR,B,,
LCS-CM-2400F,MOTOR LCS FOR C-2400 F,LCS,B,,
LCS-CM-2400M,MOTOR LCS FOR C-2400 M,LCS,B,,
LCS-E-941,Back-up Ethylene Fuel Heater LCS,LCS,C,,
LCS-EM-870B,SRC CONDENSER LCS,LCS,A,,
LCS-PM-001A,CONDENSATE PUMP FOR E001 LCS,LCS,C,,
LCS-PM-1213A,PM-1213A CONDENSATE PUMP A LCS,LCS,B,,
LCS-PM-1213B,PM-1213B CONDENSATE PUMP B LCS,LCS,B,,
LCS-PM-1560A,PM-1560A MIXED XYLENE EXPORT PUMP A LCS,LCS,B,,
LCS-PM-1951B,MOTOR LCS FOR P-1951 B,LCS,C,,
LCS-PM-2052A,MOTOR LCS FOR P-2052 A,LCS,B,,
LCS-PM-2170A,CHEMICAL AREA SUMP PUMP A MOTOR LCS,LCS,B,,
LCS-PM-2202A,DEGASIFIER WATER PUMP A MOTOR LCS,LCS,B,,
LCS-PM-2254B,HCl METERING PUMP FOR NWP B MOTOR LCS,LCS,B,,
LCS-PM-2262A,NaOH METERING PUMP II A MOTOR LCS,LCS,B,,
LCS-PM-227B,QUENCH OIL TOWER REFLUX PUMP LCS,LCS,A,,
LCS-PM-2300B,POTABLE WATER PUMP B MOTOR LCS,LCS,C,,
LCS-PM-2401A,MOTOR LCS FOR P-2401B,LCS,B,,
LCS-PM-3032B,PM-3032B OILY WATER PUMP B LCS,LCS,B,,
LCS-PM-3070B,MOTOR LCS FOR P-3070 B,LCS,C,,
LCS-PM-3072B,MOTOR LCS FOR P-3072 B,LCS,C,,
LCS-PM-3204,SPENT OILY DRAIN TRANSFER PUMP LCS,LCS,A,,
LCS-PM-3341B,MOTOR LCS FOR P-3341B,LCS,B,,
LCS-PM-3343A,MOTOR LCS FOR P-3343A,LCS,B,,
LCS-PM-3351A,MOTOR LCS FOR P-3351A,LCS,B,,
LCS-PM-4002A,MOTOR LCS FOR P-4002 A,LCS,,,
LCS-PM-730B,SHU 2NDSTAGE RECYCLE/PRODUCT PUMPS LCS,LCS,B,,
LCS-PM-750B,DEISOBUTEIZER REFLUX PUMP LCS,LCS,B,,
LCS-PM-780A,DEPRO. REFLUX/PRODUCT PUMP LCS,LCS,B,,
LCS-PM-801A,GHU-1 RECYCLE  PUMP LCS,LCS,A,,
LCS-PM-816B,DEPENTANIZER BOTTOM  PUMPS LCS,LCS,B,,
PM-880B,PM-880B BENZENE REFLUX PUMPS,MOTOR,B,,
PM-881A,PM-881A Benzene Product Pumps,MOTOR,B,,
PM-963A,PM-963A OILY WATER SLOP PUMPS,MOTOR,C,,
RWT-PB01E,RWT EMER LIGHTING PB  .,PANEL BOARD,B,,
TFU-MV-GP,TFU MV SWGR FOR PM INSPT,MV SWGR,A,,
TM-300,TM-300 TURNING DEVICE MOTOR,MOTOR,C,,
T-MV-2914,TFU MV SWGR FOR POWER CAP NO.01,MV SWGR,C,,
T-MV-2918,TFU MV SWGR PT BUS-B,MV SWGR,A,,
T-PDB-BC01,TFU PANEL BOARD FOR 110 VDC T-BC01,PANEL BOARD,A,,
T-UPS01,"TFU UPS FOR DCS,ESD AND F-&G PANEL 1",UPS,A,,
T-UPS03,"TFU UPS FOR SCADA, INTERCOM & CCTV",UPS,B,,
U-LV03E,CTU LV SWGR FOR 690V INCOMING BUS E,LV SWGR,A,,
U-MV-2022,CTU MV SWGR FOR BUS-B PT,MV SWGR,A,,
U-PBBC03-1A,CTU 24VDC PANEL BOARD BUS A,PANEL BOARD,A,,
U-PBBC03-3A,SUB M 24VDC PANEL BOARD BUS A,PANEL BOARD,A,,
U-PBUPS04-1,SAFETY LIGHTING PB,PANEL BOARD,B,,
U-TR-07,CTU DISTRIBUTION TR NO.07,DISTRIBUTION TRANSFORMER,A,,
U-UPS05,CTU UPS FOR LUBE OIL BOILER,UPS,A,,
VVVF-PM-2162B,VVVF PANEL FOR PM-2162B,VARISPEED,C,,
VVVF-PM-2162C,VVVF PANEL FOR PM-2162C,VARISPEED,C,,
ZM-2101-1B,SCRAPER DRIVE,MOTOR,B,,20-CTU
ZM-2151-1,Gravity Belt Thickener motor,MOTOR,B,,
CP-E-941,Back-up Ethyl Fuel Heater control panel,ELECTRIC HEATER,C,,
CTU-2100-LF,LIGHTING IN RWT AREA,LIGHTING,C,,
CTU-2200-MOTOR-GP,DEMIN MOTOR GROUP FOR PM INSPT,MOTOR,A,,
CTU-2200-WO,WELDING OUTLET IN DEMIN AREA,RECEPTACLE,C,,
CTU-2500-LF,LIGHTING IN BOILER FUEL AREA,LIGHTING,C,,
CTU-3000-LF,LIGHTING IN WWT AREA,LIGHTING,C,,
CTU-4000-LCS-GP,FIRE WATER PUMP LCS GROUP FOR PM INSPT,LCS,A,,
CTU-AH-HVAC,Air Condition AH CTU,HVAC,B,,
CTU-BC,CTU BATTERY CHARGER,BATTERY CHARGER (BC),A,,
CTU-CCB-LF,CCB LIGHTING,LIGHTING,C,,
CTU-CTV,CTU CCTV,CCTV,B,,
CTU-HVAC,HVAC  CTU,HVAC,A,,
CTU-MCC,CTU LV MCC FOR PM INSPT,MCC,A,,
CTU-PM-4002,PM-4002 MOTOR FIRE PUMP,MOTOR,A,,
CTU-UPS,CTU UPS,UPS,A,,
DG5000,CTU DIESEL GEN 690V 2000KVA,DIESEL GENERATOR,A,,
DW-MCC01A,DW LV MCC 660V DW-L1A FOR PM INSPT,MCC,A,,
EM-851A,EM-851A C6-C8 CUT COOLER,MOTOR,A,,
EM-863B,EM-863B LEAN SOLVENT COOLER,MOTOR,A,,
EM-870B,EM-870B SRC CONDENSER,MOTOR,A,,
E-PB3DE,ORU  LT PANEL   Fraction 1 EMER,PANEL BOARD,B,,
E-PB5BE,ORU  LT PANEL     FAR-2 EMER,PANEL BOARD,B,,
F-BD-02,CFU BUS DUCT TR-02,BUS DUCT,A,,
F-PB05,CFU  RECEPT PANEL    H-120R,PANEL BOARD,B,,
F-PB23,CFU  LT PANEL FAR-1,PANEL BOARD,B,,
ISBL-A-800-900-LCS-GP,AROMATICS RECOVERY LCS GROUP FOR PM,LCS,C,,
ISBL-C-400-MOTOR-GP,CHILLING TRAIN&C1 TRAIN MOTOR GP FOR PM,MOTOR,C,,
ISBL-C-600-LCS-GP,C3 TRAIN LCS GROUP FOR PM,LCS,C,,
ISBL-H-0100-LCS-GP,FURNANCE LCS GROUP FOR PM INSPT,LCS,C,,
LCP-CM-2094-C,SOOT BLOWER CONTROL PANEL AT BOILER C,LCPANEL,C,,
PM-722B,SHU 1STSTAGE RECYCLE/EFFLUENT PUMPS LCS,MOTOR,B,,
PM-730A,PM-730A SHU 2NDSTAGE RECYCLE/PRODUCT,MOTOR,B,,
PM-750B,PM-750B DEISOBUTEIZER REFLUX PUMP,MOTOR,B,,
PM-751A,PM-751A ISOBUTENE PRODUCT PUMP,MOTOR,B,,
PM-760B,PM-760B OCU C4 FEED PUMP,MOTOR,A,,
PM-810A,PM-810A DEPENTANIZER REFLUX  PUMPS,MOTOR,B,,
PM-886A,PM-886A Benzene Bottoms Pumps,MOTOR,B,,
PM-890A,PM-890A TOLUENE REFLUX PUMPS,MOTOR,B,,
TFU-CP,TFU CATHODIC PROTECTION,CATHODIC,B,,
TFU-DG,TFU DIESEL GEN FOR PM INSPT,DIESEL GENERATOR,A,,
TFU-TR-GP,TFU DISTRIBUTION TR FOR PM INSPT,DISTRIBUTION TRANSFORMER,A,,
T-LV02E,TFU LV SWGR FOR 400V INCOMING BUS E,LV SWGR,A,,
U-LV03B,CTU LV SWGR FOR 690V INCOMING BUS B,LV SWGR,A,,
U-MV-2011,MOTOR MV SWITCHGEAR FOR CM-2800C,MV SWGR,B,,
U-PB03,AIR AND NITROGEN LIGHTING PB,PANEL BOARD,B,,
U-PBBC01-1B,"CTU 110VDC PANEL BOARD BUS B,E",PANEL BOARD,A,,
U-PBBC03-3B,SUB M 24VDC PANEL BOARD BUS B,PANEL BOARD,A,,
U-PBBC03-5,ARU 24VDC PB FOR LV MCC (FROM SUB C),PANEL BOARD,A,,
VVVF-CM100D,VVVF PANEL FOR FDF CM100D,VARISPEED,A,,
VVVF-PM-2052B,VVVF PANEL FOR PM-2052B,VARISPEED,B,,
VVVF-PM-2161A,VVVF PANEL FOR PM-2161A,VARISPEED,C,,
VVVF-PM-2161C,VVVF PANEL FOR PM-2161C,VARISPEED,C,,
VVVF-PM-2163C,VVVF PANEL FOR PM-2163C,VARISPEED,C,,
WWT-PB01,WASTE WATER  TREATMENT LIGHTING PB,PANEL BOARD,B,,
ZM-2101-2B,RECIRCULATOR DRIVE,MOTOR,B,,20-CTU
ZM-2151-2,FILTER BELT PRESS motor,MOTOR,B,,
ZM-2163-3,POLYMER PREPARATION SYSTEM,MOTOR,B,,
PM-2161B,NaOCl DOSING PUMP B MOTOR,MOTOR,B,,
PM-2163C,POLYMER DOSING PUMP I C MOTOR,MOTOR,B,,
PM-2201A,TREATED WATER FEED PUMP A MOTOR,MOTOR,C,,
PM-2205B,NEUTRALIZATION PUMP B MOTOR,MOTOR,B,,
PM-2212A,REGENERATION PUMP FOR MB POLISHER A,MOTOR,B,,
PM-2261B,NaOH METERING PUMP I B MOTOR,MOTOR,B,,
PM-2263B,NaOH PUMP FOR CONDENSATE POLISHER B,MOTOR,B,,
PM-2402B,MOTOR  FOR P-2402 B,MOTOR,C,,
PM-2412A,MOTOR FOR P-2412 A,MOTOR,B,,
PM-2413A,MOTOR FOR P-2413 A,MOTOR,B,,
PM-344A,PM-344A STRONG CAUSTIC CIRCULATION PUMP,MOTOR,B,,
PM-344B,PM-344B STRONG CAUSTIC CIRCULATION PUMP,MOTOR,B,,
PM-365A,"PM-365A CONDENSATE PUMP FOR E-365A,B",MOTOR,C,,
PM-4002A,MOTOR FOR P-4002 A,MOTOR,B,,
PM-651B,Motor for C3 Tower No.4 Reflux Pump,MOTOR,A,,
PM-701B,PM-701B RAW C4 PRODUCT PUMP,MOTOR,B,,
PM-760A,PM-760A OCU C4 FEED PUMP,MOTOR,A,,
PM-800A,PM-800A GHU-1 FEED PUMPS,MOTOR,B,,
PM-810B,PM-810B DEPENTANIZER REFLUX  PUMPS,MOTOR,B,,
PM-837A,PM-837A AUX.LUBE QATER PUMP,MOTOR,C,,
PM-850B,PM-850B DEOCTANIZER REFLUX PUPMS,MOTOR,A,,
PM-851A,PM-851A IMPORTEDD C8+ FEED PUMPS,MOTOR,B,,
PM-896B,PM-896B TOLUENE BOTTOMS PUMPS,MOTOR,B,,
SUBC-SCADA,SCADA SUB-C,SCADA,B,,
T-BC02,"TFU BATT CHARGER 24V IE,F&G PANEL",BATTERY CHARGER (BC),A,,
TFU-ACS,TFU ACCESS CONTROL,ACCESS CONTROL,B,,
TFU-G,TFU GROUNDING,GROUND,A,,
TFU-WO,TFU WELDING OUTLET,RECEPTACLE,C,,
T-MCC01B,TFU LV MCC 690V T-L1B FOR PM INSPT,MCC,A,,
T-MV-2912,TFU MV SWGR FOR TR-03,MV SWGR,A,,
LCS-CM-100C,INDUCED DRAFT FAN C LCS,LCS,A,,
LCS-CM-2051A,MOTOR LCS FOR C-2051A,LCS,B,,
LCS-CM-2094-1B,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-3A,SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-5A,MOTOR LCS SOOT BLOWER at Boiler BANK,LCS,C,,
LCS-CM-2094-7C,MOTOR LCS SOOT BLOWER at Economizer,LCS,C,,
LCS-CM-3200B-P1B,STAND-BY LO PUMP LCS,LCS,B,,
LCS-CM-3301A,MOTOR LCS FOR C-3301A,LCS,C,,
LCS-EM-305B,C.G.C TURBINE CONDENSATE PUMP LCS,LCS,A,,
LCS-EM-831A,GHU-2 EFFLUENT AIR CONDENSER LCS,LCS,A,,
LCS-PM-005,DMDS Injection Pump LCS,LCS,B,,
LCS-PM-1210A,PM-1210A HP ETHYLENE EXPORT PUMP A LCS,LCS,A,,
LCS-PM-1440,PM-1440 C4'S TRANSFER TO ROC PUMP LCS,LCS,A,,
LCS-PM-1951A,MOTOR LCS FOR P-1951 A,LCS,C,,
LCS-PM-2020C,MOTOR LCS FOR PM-2020C,LCS,B,,
LCS-PM-2021C-P1A,MOTOR LCS FOR P-2021C-P1A,LCS,B,,
LCS-PM-206C,PM-206C QUENCH OIL PUMP LCS,LCS,A,,
LCS-PM-2105A,SLUDGE  FEED PUMP A MOTOR LCS,LCS,B,,
LCS-PM-2202B,DEGASIFIER WATER PUMP B MOTOR LCS,LCS,B,,
LCS-PM-2411B,MOTOR LCS FOR P-2411 B,LCS,B,,
LCS-PM-2800A-P1B,MOTOR LCS FOR P-2800A-P1 B,LCS,B,,
LCS-PM-3010B,MOTOR LCS FOR P-3010 B,LCS,B,,
LCS-PM-3012A,MOTOR LCS FOR P-3012A,LCS,B,,
LCS-PM-3033B,PM-3033B OILY WATER PUMP B LCS,LCS,C,,
LCS-PM-3061,MOTOR LCS FOR P-3061,LCS,B,,
LCS-PM-3071B,MOTOR LCS FOR P-3071 B,LCS,B,,
LCS-PM-3078A,MOTOR LCS FOR P-3078 A,LCS,C,,
LCS-PM-3081A,MOTOR LCS FOR P-3081 A,LCS,C,,
LCS-PM-326B,DISLLATE STRIPPER BOTTOM PUMP LCS,LCS,B,,
MCC-PM-838A,MAIN COOLING WATER PUMP MCC,MCC,B,,
MCC-PM-860A,EDC REFLUX PUMPS MCC,MCC,A,,
MCC-PM-861B,EDC WATER PUMPS MCC,MCC,A,,
MCC-XM-3071,MOTOR MCC FOR X-3071,MCC,B,,
MCC-ZM-2151-2,FILTER BELT PRESS motor MCC,MCC,B,,
M-MV-1122,MSS MV SWGR FOR HDPE #4 11KV LINE No.2,MV SWGR,A,,
M-MV-1213,MSS MV SWGR FOR TFU 11KV LINE No.1,MV SWGR,A,,
MSS-JE-01,CTU ELECTRICAL EQUIPMENT,CRANE,B,,
ORU-ACS,ORU ACCESS CONTROL,ACCESS CONTROL,B,,
ORU-CP,ORU CATHODIC PROTECTION,CATHODIC,B,,
ORU-FAR2-HVAC,ORU FAR2 HVAC,HVAC,A,,
PM-1010B,Motor for P-1010B,MOTOR,A,,
PM-1213B,Motor for P-1213B,MOTOR,B,,
PM-1530A,Motor for P-1530A,MOTOR,B,,
PM-1540A,Motor for P-1540A,MOTOR,B,,
PM-201B,PM-201B PURGE OIL PUMP,MOTOR,B,,
PM-2163A,POLYMER DOSING PUMP I A MOTOR,MOTOR,B,,
PM-2164A,POLYMER DOSING PUMP II A MOTOR,MOTOR,B,,
PM-2164B,POLYMER DOSING PUMP II MOTOR,MOTOR,B,,
PM-217B,PM-217B PYROLYSIS FUFL OIL PRODUCT PUMP,MOTOR,A,,
PM-2202A,DEGASIFIER WATER PUMP A MOTOR,MOTOR,B,,
PM-2205A,NEUTRALIZATION PUMP A MOTOR,MOTOR,B,,
PM-2251A,HCl METERING PUMP I A MOTOR,MOTOR,B,,
PM-2254A,HCl METERING PUMP FOR NWP A MOTOR,MOTOR,B,,
PM-2265B,NaOH METERING PUMP FOR ORU B MOTOR,MOTOR,B,,
PM-226A-P1B,PM226A-P1B LUBE OIL PUMP,MOTOR,B,,
