Tag Name,PSM Critical,Unit,Line,Class,Fluid State,Paint Code,P&ID Number,Fluid,Design Pressure (kg/cm2g),Design Temperatur(C) ,Pipe Size (inch) ,Operating Pressure (kg/cm2g) ,Operating Temperature(C),C Insulation Thickness (mm) 
"1-1/2""SA 20589-21-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"3/4""RCW 24006-25-A11A",,,,150#,8,,20-2000H,RCW,8,75,"3/4""",3.7,42,
"3/4""HC 20537-24-D11T-P",,,,600#,46,,20-2000H,HC,46,420,"3/4""",41.8,400,
"3/4""LC1 20584-21-A14T-P",,,,150#,7,,20-2000H,LC1,7,300,"3/4""",4,200,
"3/4""PA 20299-13-A11A",,,,150#,11,,20-2000L,PA,11,65,"3/4""",8,36,
"3/4""TW 20296-11-A11A",,,,150#,10,,20-2000L,TW,10,65,"3/4""",4,36,
"3/4""TW 20296-16-A11A",,,,150#,10,,20-2000L,TW,10,65,"3/4""",4,36,
"1-1/2""LC1 20219-20-A11A-P",,,,150#,7,,20-2000E,LC1,7,300,"1-1/2""",4,200,
"3/4""HC 20564-43-D11T-P",,,,600#,46,,20-2000E,HC,46,420,"3/4""",41.8,400,
"10""SV 20557-23-A12A",,,,150#,7,,20-2000F,SV,7,350,"10""",2,300,
"3/4""D 20590-13-A11A-P",,,,150#,7,,20-2000G,D,7,300,"3/4""",4,151,
"3/4""D 20590-21-A11A-P",,,,150#,7,,20-2000G,D,7,300,"3/4""",4,151,
"1-1/2""SA 20589-13-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"4""SA 20589-11-A11A",,,,150#,11,,20-2000G,SA,11,65,"4""",0.5,36,
"3""D 20590-30-D11T-P",,,,600#,79.5,,20-2000G,D,79.5,279,"3""",57.8,273,
"1-1/2""SA 20589-25-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"1-1/2""SA 20589-26-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"3/4""HC 20535-21-D11T-P",,,,600#,46,,20-2000H,HC,46,420,"3/4""",41.8,400,
"3/4""HC 20537-26-D11T-P",,,,600#,46,,20-2000H,HC,46,420,"3/4""",41.8,400,
"3""RCW 24006-20-A11A",,,,150#,8,,20-2000H,RCW,8,75,"3""",3.7,42,
"3/4""TW 20296-10-A11A",,,,150#,10,,20-2000L,TW,10,65,"3/4""",4,36,
"3/4""LN 20297-12-A12X",,,,150#,12,,20-2000L,LN,12,65,"3/4""",4,36,
"3""PA 29099-10-A11A",,,,150#,11,,20-2000L,PA,11,65,"3""",8,36,
"3""IA 28001-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"3""",7,36,
"1""IA 20263-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1-1/2""IA 20228-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1-1/2""",7,36,
"16""TW 21006-A11A",,,,A11A,,,"20-2100A
20-2100F
20-2400B",TW,,,"16""",,,
"8""TW 21039-A13X",,,,A13X,,,20-2100A,TW,,,"8""",,,
"3""TW 21038-A13X",,,,A13X,,,20-2100A,TW,,,"3""",,,
"6""TW 21040-A13X",,,,A13X,,,20-2100A,TW,,,"6""",,,
"3/4""TW 21044-A13X",,,,A13X,,,20-2100A,TW,,,"3/4""",,,
"18""RW 21105-A11A",,,,A11A,,,20-2100B,RW,,,"18""",,,
"40""RW 21103-A24Z",,,,A24Z,,,20-2100B,RW,,,"40""",,,
"6""WW 21003-A11A",,,,A11A,,,20-2100C,WW,,,"6""",,,
"1""PA 21007-A13X",,,,A13X,,,20-2100C,PA,,,"1""",,,
"20""TW 21106-A11A",,,,A11A,,,20-2100C,TW,,,"20""",,,
"14""HV 26040-B24A",,,,B24A,,,20-1700A,HV,,,"14""",,,
"8""LC1 20001-A12A-P",,,,A12A,,,"20-2000A
20-2000D",LC1,6.80 kgf/cm^2,180 C,"8""",,,
"10""LS1 20045-A14T-H",,,,A14T,,,"20-2600A
20-2000B
20-2900",LS1,,,"10""",,,
"14""HS 20022-D11T-H",,,,D11T,,,20-2000B,HS,46.2,420,"14""",41.8,400,
"18""MS2 20012-B12T-H",,,,B12T,,,20-2000B,MS2,7,300,"18""",4,200,
"10""HS 20006-D11T-H",,,,D11T,,,"20-2000B
20-2800B",HS,,,"10""",,,
"6""HS 20566-20-D11T-H",,,,D11T,,,20-2200G,HS,46.2,420,"6""",41.8,400,80
"10""SV 20009-A12A",,,,A12A,,,20-2000B,SV,,,"10""",,,
"3/4""AM 20215-10-A14K",,,,150#,10,,20-2000J,AM,10,65,"3/4""",6,36,
"6""BFW 20204-18-A14T-P",,,,150#,10,,20-2000C,BFW,10,200,"6""",2,161,
"6""BFW 20204-15-A14T-P",,,,150#,10,,20-2000C,BFW,10,200,"6""",2,161,
"10""V 20003-12-A14T-P",,,,150#,7,,20-2000C,V,7,300,"10""",2,200,
"8""SSC 22001-A12A",,,,A12A,,,20CT4011-02200F,SSC,,,"8""",,8,
"6""SSC 20016-11-A12A-P",,,,150#,3.5,,20-2000D,SSC,3.5,130,"6""",0,100,
"1""SV 20042-13-A12A",,,,150#,14,,20-2000D,SV,14,105,"1""",7.4,73,
"3""E 12011-B11Q-C",,,,B11Q,L-5/D-1,,29RE4011-01200A/01700A,Liquid,,,"3""",-45/65,,SPOT
"1""FG 17014-B13A",,,,B13A,,,20-1700A,FG,,,"1""",,,
"4""E 17004-B13A",,,,B13A,D-12,,29RE4011-01700A,Vapor,,,"4""",65,,SPOT
"10""FG 9402-A13A-ST",,,,A13A,,,"20-1700A
20-2500A",FG,,,"10""",,,
"3""BU 17002-B13A",,,,B13A,,,20-1700A,BU,,,"3""",,,
"4""PR 17002-B13A",,,,B13A,Liquid,,29RE4011-01300/01700A,Propylene,,,"4""",0-18,15-40,-  SPOT
"2""CKB 17003-B13A-ST",,,,B13A,,,"20-1700A
20-2500A",CKB,,,"2""",,,
"4""C4 17003-B13A",,,,B13A,,,20-1700A,C4,21.0 kgf/cm^2,65C,"4""",18kgf/cm^2,40 C,
"6""LC2 20001-A12A-P",,,,A12A,,,20-2000A,LC2,6.80 kgf/cm^2,130 C,"6""",,,
"2""SSC 22001-10-A12A-P",,,,150#,6.8,,20-2000A,SSC,6.8,130,"2""",4,36,
"6""SSC 22002-10-A12A-P",,,,150#,8,,20-2000A,SSC,8,100,"6""",4.2,40,
"6""TSC 30001-A12A-P",,,,A12A,,,"20-2000A
20-2400B",TSC,,,"6""",,,
"8""TSC 20024-10-A12A-P",,,,150#,6.5,,20-2000A,TSC,6.5,130,"8""",1.4,49,
"2""LS1 20010-A14T-H",,,,A14T,,,20-2000B,LS1,7,300,"2""",4,200,
"14""HS 20028-D11T-H",,,,D11T,,,20-2000B,HS,46.2,420,"14""",4,200,
"2""FG 17011-A13A-ST",,,,A13A,,,"20-1700A
20-2600D",FG,,,"2""",,,
"4""BU 17001-B13A",,,,B13A,LIQ,,20-1700A,BU,11.0,85.0,"4""",7.0,30.0,
"4""CKB 17003-B13A-ST",,,,B13A,,,"20-1700A
20-2500A",CKB,,,"4""",,,
"4""CKB 17003-B13A-ST",,,,B13A,Liquid,,29RE4011-01600/01700A,Cracker Bottom,,,"4""",0-23,80,-
"4""TL 17001-A51A",,,,A51A,,,20-1700A,TL,21.0 kgf/cm^2,65C,"4""",18kgf/cm^2,40 C,
"14""HV 17001-B24A",,,,B24A,,,20-1700A,HV,,,"14""",,,
"4""CKB 17001-B13A-ST",,,,B13A,,,20-1700A,CKB,,,"4""",,,
"4""C4 14013-A13A",,,,A13A,,,20-1700A,C4,21.0 kgf/cm^2,65C,"4""",18kgf/cm^2,40 C,
"6""SSC 20011-10-A12A-P",,,,150#,9,,20-2000D,SSC,9,180,"6""",6,100,
"8""LC1 20009-A12A-P",,,,A12A,,,20-2000A,LC1,,,"8""",,,
"8""LC1 20002-A12A-P",,,,A12A,,,20-2000A,LC1,,,"8""",,,
"3/4""PH 20001-F11K",,,,F11K,,,"20-2000A
20-2100H",PH,,,"3/4""",,,
"2""LC1 20544-20-A12A-P",,,,150#,7,,20-2500A,LC1,7,300,"2""",4,200,
"16""HS 20025-D11T-H",,,,D11T,,,20-2000B,HS,46.2,420,"16""",4,200,
"2""HS 20022-D11T-H",,,,D11T,,,20-2000B,HS,46.2,420,"2""",4,200,
"1""HC 20565-31-D11T-P",,,,600#,46,,20-2000E,HC,46,420,"1""",41.8,400,
"1""SV 24016-42-A12A",,,,150#,8,,20-2000E,SV,8,75,"1""",3.7,42,
"1""SV 24014-12-A12A",,,,150#,8,,20-2000E,SV,8,75,"1""",3.7,42,
"6""SV 20555-24-A12A",,,,150#,7,,20-2000F,SV,7,350,"6""",2,300,
"10""SV 20557-24-A12A",,,,150#,7,,20-2000F,SV,7,350,"10""",2,300,
"6""SV 20556-24-A12A",,,,150#,7,,20-2000F,SV,7,350,"6""",2,300,
"1""D 20508-11-D11T-P",,,,600#,42,,20-2000G,D,42,255,"1""",40,250,
"1-1/2""SA 20589-24-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"1-1/2""SA 20589-14-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"1""D 20519-21-D11T-P",,,,600#,42,,20-2000G,D,42,255,"1""",40,250,
"3""CW 24005-20-A11A",,,,150#,8,,20-2000H,CW,8,75,"3""",4.7,32,
"3/4""LC1 20584-20-A14T-P",,,,150#,7,,20-2000H,LC1,7,300,"3/4""",4,200,
"3/4""PH 20552-11-F11K",,,,1500#,233,,20-2000J,PH,233,65,"3/4""",166,36,
"3""MC2 20014-A12A-P",,,,A12A,,,20-2000A,MC2,,,"3""",,,
"4""LS1 20004-A14T-H",,,,A14T,,,20-2000B,LS1,7,300,"4""",4,200,
"18""MS2 20046-B12T-H",,,,B12T,,,"20-2000B
20-2600B",MS2,,,"18""",,,
"4""MS2 26001-B12T-H",,,,B12T,,,"20-2000B
20-2600D",MS2,,,"4""",,,
"8""MS2 20016-B12T-H",,,,B12T,,,20-2000B,MS2,,,"8""",,,
"4""SV 20205-22-A12A-P",,,,150#,7,,20-2000F,SV,7,350,"4""",2,300,
"6""SSC 20016-14-A12A-P",,,,150#,9,,20-2000D,SSC,9,180,"6""",6.5,100,
"8""SSC 22002-A12A",,,,A12A,,,20CT4011-02200F,SSC,,,"8""",,,
"1""SV 24016-12-A12A",,,,150#,8,,20-2000E,SV,8,75,"1""",3.7,42,
"1""HC 20565-30-D11T-P",,,,600#,46,,20-2000E,HC,46,420,"3/4""",41.8,400,
"3""CW 24015-40-A11A",,,,150#,8,,20-2000E,CW,8,75,"3""",4.7,32,
"3/4""D 20561-20-A14T-P",,,,150#,4,,20-2000F,D,4,300,"3/4""",1.5,100,
"6""SV 20555-26-A12A",,,,150#,7,,20-2000F,SV,7,350,"6""",2,300,
"6""SV 20556-22-A12A",,,,150#,7,,20-2000F,SV,7,350,"6""",2,300,
"4""D 20502-20-A11A-P",,,,150#,3.5,,20-2000G,D,3.5,300,"4""",1.5,100,
"3/4""PH 20582-16-A14K",,,,150#,233,,20-2000J,PH,233,65,"3/4""",166,36,
"3/4""OSC 20214-14-A14K",,,,150#,10,,20-2000J,OSC,10,65,"3/4""",6,36,
"3/4""TW 20296-12-A11A",,,,150#,10,,20-2000L,TW,10,65,"3/4""",4,36,
"3/4""TW 20296-14-A11A",,,,150#,10,,20-2000L,TW,10,65,"3/4""",4,36,
"1""PA 28099-23-A11A",,,,150#,11,,20-2000L,PA,11,65,"1""",8,36,
"1""IA 20275-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1""IA 20282-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1""IA 20274-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1-1/2""IA 20264-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1-1/2""",7,36,
"1-1/2""IA 20273-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1-1/2""",7,36,
"3""TW 17002-A11A",,,,A11A,,,20-2100A,TW,,,"3""",,,
"2""TW 21034-A13X",,,,A13X,,,20-2100A,TW,,,"2""",,,
"3""TW 21037-A13X",,,,A13X,,,20-2100A,TW,,,"3""",,,
"3""TW A21043-A13X",,,,A13X,,,20-2100A,TW,,,"3""",,,
"3/4""PH 20583-11-A14K",,,,150#,5,,20-2000J,PH,5,65,"3/4""",0.5,36,
"3/4""PA 20299-14-A11A",,,,150#,11,,20-2000L,PA,11,65,"3/4""",8,36,
"1""PA 28099-22-A11A",,,,150#,11,,20-2000L,PA,11,65,"1""",8,36,
"1-1/2""IA 20230-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1-1/2""",7,36,
"1""IA 20262-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"2""PTW 21011-A13X-H",,,,A13X,,,20-2100A,PTW,,,"2""",,,
"4""PTW 21007-A13X-H",,,,A13X,,,20-2100A,PTW,,,"4""",,,
"12""TW A21040-A13X",,,,A13X,,,20-2100A,TW,,,"12""",,,
"1-1/2""POL 21002-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"1-1/2""POL 21001-A12K",,,,A12K,,,20-2100B,POL,,,"1-1/2""",,,
"8""REW 21001-A24Z",,,,A24Z,,,20-2100B,REW,,,"8""",,,
"16""RW 21115-A11A",,,,A11A,,,20-2100C,RW,,,"16""",,,
"16""RW 21116-A11A",,,,A11A,,,20-2100C,RW,,,"16""",,,
"20""TW 21143-A11A",,,,A11A,,,20-2100D,TW,,,"20""",,,
"10""TW 21117-A11A",,,,A11A,,,20-2100D,TW,,,"10""",,,
"1-1/2""POL 21003-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"1/2""ALUM 21018-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"3/4""PTW 21030-A13X-H",,,,A13X,,,20-2100A,PTW,,,"3/4""",,,
"40""RW 21001-A24Z",,,,A24Z,,,20-2100A,RW,,,"40""",,,
"6""TW A21042-A13X",,,,A13X,,,20-2100A,TW,,,"6""",,,
"40""RW 21010-A24Z",,,,A24Z,,,20-2100B,RW,,,"40""",,,
"16""RW 21113-A11A",,,,A11A,,,20-2100C,RW,,,"16""",,,
"4""PTW 21102-A13X-H",,,,A13X,,,20-2100D,PTW,,,"4""",,,
"6""TW 21135-A13X",,,,A13X,,,20-2100D,TW,,,"6""",,,
"14""TW 21124-A11A",,,,A11A,,,20-2100D,TW,,,"14""",,,
"4""SL 21005-A11A",,,,A11A,,,20-2100E,SL,,,"4""",,,
"4""SL 21006-A11A",,,,A11A,,,20-2100E,SL,,,"4""",,,
"8""REW 21002-A11A",,,,A11A,,,20-2100E,REW,,,"8""",,,
"1/2""ALUM 21012-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"1-1/2""POL 21023-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"1-1/2""POL 21006-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"2""POL 21010-A12K",,,,A12K,,,20-2100G,POL,,,"2""",,,
"1-1/2""ME 19002-B13A",,,,B13A,,,"20-2100H
20-2600A",ME,45.60 kgf/cm^2,65 C,"1-1/2""",,,
"1-1/2""ME 19003-B13A",,,,B13A,,,"20-2100H
20-3000C",ME,45.60 kgf/cm^2,65 C,"1-1/2""",,,
"6""PW 22031-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"6""TW 22010-A13X",,,,A13X,,,20CT4011-02200A,TW,,,"6""",,,
"3/4""HC 20565-28-D11T-P",,,,600#,46,,20-2000E,HC,46,420,"3/4""",41.8,400,
"3/4""HC 20564-21-D11T-P",,,,600#,46,,20-2000E,HC,46,420,"3/4""",41.8,400,
"3""CW 24015-50-A11A",,,,150#,8,,20-2000E,CW,8,75,"3""",4.7,32,
"6""SV 20556-31-A12A",,,,150#,7,,20-2000F,SV,7,350,"6""",2,300,
"3/4""D 20590-31-D11T-P",,,,600#,79.5,,20-2000G,D,79.5,279,"3/4""",57.8,273,
"1""LN 28099-10-A12X",,,,150#,12,,20-2000G,LN,12,65,"1""",4,36,
"1/2""CB 20589-11-D11T-P",,,,600#,80,,20-2000G,CB,80,279,"1/2""",57.8,273,
"1""D 20519-23-D11T-P",,,,600#,42,,20-2000G,D,42,255,"1""",40,250,
"1-1/2""SA 20589-19-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"3/4""LC1 20581-26-A14T-P",,,,150#,7,,20-2000H,LC1,7,300,"3/4""",4,200,
"3/4""HC 20536-21-D11T-P",,,,600#,46,,20-2000H,HC,46,420,"3/4""",41.8,400,
"3/4""HC 20536-22-D11T-P",,,,600#,46,,20-2000H,HC,46,420,"3/4""",41.8,400,
"3/4""OSC 20214-12-A14K",,,,150#,10,,20-2000J,OSC,10,65,"3/4""",6,36,
"1-1/2""SA 20589-23-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"1-1/2""SA 20589-22-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"3/4""LC1 20581-20-A14T-P",,,,150#,7,,20-2000H,LC1,7,300,"3/4""",4,200,
"3/4""HC 20537-20-D11T-P",,,,600#,46,,20-2000H,HC,46,420,"3/4""",41.8,400,
"3""V 25002-11-A11A",,,,150#,5.5,,20-2000I,V,5.5,90,"3""",3.2,36,
"3/4""PH 20553-20-F11K",,,,1500#,233,,20-2000J,PH,233,65,"3/4""",166,36,
"3/4""PH 20553-21-F11K",,,,1500#,233,,20-2000J,PH,233,65,"3/4""",166,36,
"3/4""PH 20582-14-A14K",,,,150#,233,,20-2000J,PH,233,65,"3/4""",166,36,
"3/4""PA 20299-12-A11A",,,,150#,11,,20-2000L,PA,11,65,"3/4""",8,36,
"3/4""PA 20299-11-A11A",,,,150#,11,,20-2000L,PA,11,65,"3/4""",8,36,
"1""LN 20297-15-A12X",,,,150#,12,,20-2000L,LN,12,65,"1""",4,36,
"3/4""LC1 20013-16-A12A-P",,,,150#,7,,20-2000L,LC1,7,180,"3/4""",0.5,147,
"1""IA 20272-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"6""WW 21004-A11A",,,,A11A,,,20-2100C,WW,,,"6""",,,
"16""TW 21106-A11A",,,,A11A,,,20-2100C,TW,,,"16""",,,
"2-1/2""PTW 21105-A13X-H",,,,A13X,,,20-2100D,PTW,,,"2-1/2""",,,
"6""TW 21136-A13X",,,,A13X,,,20-2100D,TW,,,"6""",,,
"1/2""ALUM 21016-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"1/2""ALUM 21013-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"1/2""ALUM 21011-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"1/2""ALUM 21005-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"2""V 21001-CPVC",,,,CPVC,,,20-2100F,V,,,"2""",,,
"1-1/2""POL 21022-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"1-1/2""CS 20311-A16A",,,,A16A,,,20-2100H,CS,,,"1-1/2""",,,
"1-1/2""V 22003-CSRL",,,,CSRL,,,20CT4011-02200A,V,,,"1-1/2""",,,
"6""TW 22027-A13X",,,,A13X,,,20CT4011-02200A,TW,,,"6""",,6,
"3""PW 22075-CSRL",,,,CSRL,,,20CT4011-02200C,PW,,,"3""",,,
"8""DW 22061-A14K",,,,A14K,,,20CT4011-02200G,DW,,,"8""",,8,
"6""DW 22325-A14K",,,,A14K,,,20-2200A,DW,,,"6""",,,
"6""PW 22029-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,,
"8""PW 22017-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"8""",,8,
"6""PW 22019-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,,
"12""HS 20009-D11T-H",,,,D11T,,,20-2000B,HS,46.2,420,"12""",4,200,
"22""MS2 20011-B12T-H",,,,B12T,,,20-2000B,MS2,7,300,"22""",4,200,
"2""LS1 20042-A14T-H",,,,A14T,,,20-2000B,LS1,,,"2""",,,
"2""LS1 24001-A14T-H",,,,A14T,,,"20-2000B
20-2400B
20-2400D",LS1,,,"2""",,,
"10""SV 20008-A12A",,,,A12A,,,20-2000B,SV,,,"10""",,,
"8""MS2 20013-B12T-H",,,,B12T,,,20-2000B,MS2,7,300,"8""",4,200,
"3/4""AM 20214-13-A14K",,,,150#,10,,20-2000C,AM,10,65,"3/4""",6,36,
"8""SSC 22001-A12A",,,,A12A,,,20CT4011-02200F,SSC,,,"8""",,,
"3/4""RCW 24002-A11A",,,,A11A,,,20-2000D,RCW,,,"3/4""",,,
"1""SV 24002-A12A",,,,A12A,,,20-2000D,SV,,,"1""",,,
"1""SV 24004-12-A12A",,,,150#,14,,20-2000D,SV,14,95,"1""",7.8,58,
"10""SV 20216-41-A12A-P",,,,150#,7,,20-2000E,SV,7,350,"10""",2,300,
"3""D 20590-22-D11T-P",,,,600#,79.5,,20-2000G,D,79.5,279,"3""",57.8,273,
"3""SA 20589-12-A11A",,,,150#,11,,20-2000G,SA,11,65,"3""",0.5,36,
"1/2""HS 20510-10-D12T-P",,,,600#,64,,20-2000G,HS,64,279,"1/2""",57.8,273,
"1""SV 20203-19-A12A-P",,,,150#,8,,20-2000C,SV,8,180,"1""",4,147,
"4""LC2 20018-11-A12A-P",,,,150#,6.8,,20-2000D,LC2,6.8,170,"4""",1.6,133,
"6""SSC 20010-10-A12A-P",,,,150#,9,,20-2000D,SSC,9,180,"6""",6,100,
"1""SV 20041-11-A12A-P",,,,150#,4,,20-2000D,QW,4,65,"3/4""",36,60,40
"10""SV 20216-21-A12A-P",,,,150#,7,,20-2000E,SV,7,350,"10""",2,300,
"3""RCW 24016-50-A11A",,,,150#,8,,20-2000E,RCW,8,75,"3""",3.7,42,
"3/4""D 20522-10-A11A-P",,,,150#,4,,20-2000G,D,4,300,"3/4""",1.5,100,
"10""V 20530-20-A11A-P",,,,150#,7,,20-2000G,V,7,400,"10""",2,350,
"3/4""LC1 20581-24-A14T-P",,,,150#,7,,20-2000H,LC1,7,300,"3/4""",4,200,
"3/4""CW 24005-25-A11A",,,,150#,8,,20-2000H,CW,8,75,"3/4""",4.7,32,
"3/4""PH 20552-20-F11K",,,,1500#,233,,20-2000J,PH,233,65,"3/4""",166,36,
"1/2""CW 24017-10-A11A",,,,150#,8,,20-2400A,CW,8,75,"1/2""",4.7,32,
"3/4""AM 20213-13-A14K",,,,150#,10,,20-2000J,AM,10,65,"3/4""",6,36,
"14""MS2 20018-B12T-H",,,,B12T,,,20-2000B,MS2,7,300,"14""",4,200,
"1""SV 20203-12-A12A-P",,,,150#,4,,20-2000C,QOD,4,250,"2""",0.2,175,55
"2""V 20048-81-A12A-P",,,,150#,8,,20-2000C,V,8,180,"2""",4,147,
"10""V 20003-13-A14T-P",,,,150#,7,,20-2000C,V,7,300,"10""",2,200,
"10""CW 24003-10-A11A",,,,150#,8,,20-2000D,CW,8,75,"10""",4.5,32,
"10""QW 20002-10-A13A-P",,,,150#,17,,20-2000D,QW,17,112,"10""",8.2,69,
"6""SSC 20016-18-A12A-P",,,,150#,9,,20-2000D,SSC,9,180,"6""",6.5,100,
"3/4""MC1 20215-23-B12T-P",,,,150#,7,,20-2000E,LS1,7,300,"2""",4,200,40
"3/4""HC 20564-22-D11T-P",,,,600#,46,,20-2000E,HC,46,420,"3/4""",41.8,400,
"3""CW 24013-20-A11A",,,,150#,8,,20-2000E,CW,8,75,"3""",4.7,32,
"1""D 20590-12-D11T-P",,,,600#,42,,20-2000G,D,42,255,"1""",40,250,
"2""SA 20589-10-A11A",,,,150#,11,,20-2000G,SA,11,65,"2""",0.5,36,
"1-1/2""SA 20589-15-A11A",,,,150#,11,,20-2000G,SA,11,65,"1-1/2""",0.5,36,
"3/4""LC1 20013-14-A12A-P",,,,150#,7,,20-2000L,LC1,7,180,"3/4""",0.5,147,
"1""IA 20226-15-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1""IA 20276-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1""IA 20289-10-A13X",,,,150#,11,,20-2000M,IA,11,65,"1""",7,36,
"1-1/2""IA 20290-20-A13X",,,,150#,11,,20-2000M,IA,11,65,"1-1/2""",7,36,
"6""DW 22006-10-A14K",,,,150#,13.5,,20-2100,DW,13.5,65,"6""",8,36,
"8""TW 17001-A13X",,,,A13X,,,20-2100A,TW,,,"8""",,,
"3""TW 21036-A13X",,,,A13X,,,20-2100A,TW,,,"3""",,,
"8""RW 21002-A24Z",,,,A24Z,,,20-2100A,RW,,,"8""",,,
"2""PTW 21020-A13X-H",,,,A13X,,,20-2100A,PTW,,,"2""",,,
"4""PTW 21009-A13X-H",,,,A13X,,,20-2100A,PTW,,,"4""",,,
"6""WW 21002-A11A",,,,A11A,,,20-2100C,WW,,,"6""",,,
"1""PA 21006-A13X",,,,A13X,,,20-2100C,PA,,,"1""",,,
"2""TW 21101-A11A",,,,A11A,,,20-2100C,TW,,,"2""",,,
"12""TW 21141-A11A",,,,A11A,,,20-2100D,TW,,,"12""",,,
"6""PTW 21103-A13X-H",,,,A13X,,,20-2100D,PTW,,,"6""",,,
"8""TW 21137-A13X",,,,A13X,,,20-2100D,TW,,,"8""",,,
"6""PW 22074-CSRL",,,,CSRL,,,20CT4011-02200C,PW,,,"6""",,6,
"1""D 22001-A13X",,,,A13X,,,20CT4011-02100A,D,,,"1""",,,
"6""PW 22020-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"1-1/2""V 22001-A13X",,,,A13X,,,20CT4011-02200A,V,,,"1-1/2""",,,
"6""PW 22030-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"6""PW 22067-CSRL",,,,CSRL,,,20CT4011-02200D,PW,,,"6""",,,
"1""D 22004-CSRL",,,,CSRL,,,20CT4011-02100A,D,,,"1""",,1,
"6""PW 22022-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"2""CS 22069-CSRL",,,,CSRL,,,20-2200D,CS,,,"2""",,,
"6""PW 22004-CSRL",,,,CSRL,,,20-2200A,PW,,,"6""",,,
"1""D 22010-CSRL",,,,CSRL,,,20CT4011-02100B,D,,,"1""",,,
"2""PA 22008-A13X",,,,A13X,,,20CT4011-02200B,PA,,,"2""",,,
"2""PA 22009-A13X",,,,A13X,,,20CT4011-02200B,PA,,,"2""",,2,
"6""PW 22054-CSRL",,,,CSRL,,,20CT4011-02200B,PW,,,"6""",,6,
"8""PW 22051-CSRL",,,,CSRL,,,20CT4011-02200B,PW,,,"8""",,,
"4""WW 22012-CSRL",,,,CSRL,,,20-2200B,WW,,,"4""",,,
"3/4""HA 22011-PVDF",,,,PVDF,,,20CT4011-02200C,HA,,,"3/4""",,,
"3/4""HA 22011-PVDF",,,,PVDF,,,20CT4011-02200C,HA,,,"3/4""",,3/4,
"3/4""PH 20553-11-F11K",,,,1500#,99,,20-2000J,PH,99,65,"3/4""",90,36,
"1""RCW 24044-10-A11A",,,,150#,8,,20-2000K,RCW,8,75,"1""",3.7,42,
"1""D 20503-30-A11A",,,,150#,4,,20-2000K,D,4,300,"1""",1.5,100,
"3/4""LC1 20013-11-A12A-P",,,,150#,7,,20-2000L,LC1,7,180,"3/4""",0.5,147,
"3/4""LN 20298-17-A12X",,,,150#,12,,20-2000L,LN,12,65,"3/4""",4,36,
